[POST] /session/start -> 200 session=5105fb2b-27a8-4515-b65b-add811a29014
      "penalty": 631799.9999999999,
      "reason": "End of game penalty for remaining stock at airport PBUN kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 247000.0,
      "reason": "End of game penalty for remaining stock at airport PBUN kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport PBUN kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 254799.99999999997,
      "reason": "End of game penalty for remaining stock at airport FDFW kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 399750.0,
      "reason": "End of game penalty for remaining stock at airport FDFW kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 19500.0,
      "reason": "End of game penalty for remaining stock at airport FDFW kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 293800.0,
      "reason": "End of game penalty for remaining stock at airport FDFW kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 366599.99999999994,
      "reason": "End of game penalty for remaining stock at airport KRCW kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 341250.0,
      "reason": "End of game penalty for remaining stock at airport KRCW kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 205400.0,
      "reason": "End of game penalty for remaining stock at airport KRCW kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport KRCW kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 338000.0,
      "reason": "End of game penalty for remaining stock at airport UWXR kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 261300.0,
      "reason": "End of game penalty for remaining stock at airport UWXR kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 198900.0,
      "reason": "End of game penalty for remaining stock at airport UWXR kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 156650.0,
      "reason": "End of game penalty for remaining stock at airport UWXR kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 247000.0,
      "reason": "End of game penalty for remaining stock at airport MYTG kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 191100.0,
      "reason": "End of game penalty for remaining stock at airport MYTG kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 122199.99999999999,
      "reason": "End of game penalty for remaining stock at airport MYTG kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 447200.0,
      "reason": "End of game penalty for remaining stock at airport MYTG kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 348399.99999999994,
      "reason": "End of game penalty for remaining stock at airport YCDO kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 218400.0,
      "reason": "End of game penalty for remaining stock at airport YCDO kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 172900.0,
      "reason": "End of game penalty for remaining stock at airport YCDO kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 389349.99999999994,
      "reason": "End of game penalty for remaining stock at airport YCDO kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 366599.99999999994,
      "reason": "End of game penalty for remaining stock at airport IYXF kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 325650.0,
      "reason": "End of game penalty for remaining stock at airport IYXF kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 65000.0,
      "reason": "End of game penalty for remaining stock at airport IYXF kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 81900.0,
      "reason": "End of game penalty for remaining stock at airport IYXF kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 382200.0,
      "reason": "End of game penalty for remaining stock at airport RJZH kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 39393900.0,
      "reason": "End of game penalty for remaining stock at airport RJZH kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 32500.0,
      "reason": "End of game penalty for remaining stock at airport RJZH kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport RJZH kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 371800.0,
      "reason": "End of game penalty for remaining stock at airport CJVM kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 208650.00000000003,
      "reason": "End of game penalty for remaining stock at airport CJVM kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 133900.0,
      "reason": "End of game penalty for remaining stock at airport CJVM kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 410149.99999999994,
      "reason": "End of game penalty for remaining stock at airport CJVM kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 280800.0,
      "reason": "End of game penalty for remaining stock at airport IKVT kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 251549.99999999997,
      "reason": "End of game penalty for remaining stock at airport IKVT kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 276900.0,
      "reason": "End of game penalty for remaining stock at airport IKVT kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport IKVT kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 416000.0,
      "reason": "End of game penalty for remaining stock at airport EBYA kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 39000.0,
      "reason": "End of game penalty for remaining stock at airport EBYA kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 2600.0,
      "reason": "End of game penalty for remaining stock at airport EBYA kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport EBYA kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 473199.99999999994,
      "reason": "End of game penalty for remaining stock at airport FSWN kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 159900.0,
      "reason": "End of game penalty for remaining stock at airport FSWN kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 299000.0,
      "reason": "End of game penalty for remaining stock at airport FSWN kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 388050.0,
      "reason": "End of game penalty for remaining stock at airport FSWN kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 163800.0,
      "reason": "End of game penalty for remaining stock at airport EIFH kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 278850.0,
      "reason": "End of game penalty for remaining stock at airport EIFH kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 193699.99999999997,
      "reason": "End of game penalty for remaining stock at airport EIFH kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 181349.99999999997,
      "reason": "End of game penalty for remaining stock at airport EIFH kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 465400.0,
      "reason": "End of game penalty for remaining stock at airport ADXK kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 534299.9999999999,
      "reason": "End of game penalty for remaining stock at airport ADXK kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 88400.0,
      "reason": "End of game penalty for remaining stock at airport ADXK kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 404950.0,
      "reason": "End of game penalty for remaining stock at airport ADXK kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 392600.0,
      "reason": "End of game penalty for remaining stock at airport OGMA kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 152100.0,
      "reason": "End of game penalty for remaining stock at airport OGMA kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 118299.99999999999,
      "reason": "End of game penalty for remaining stock at airport OGMA kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 102525150.0,
      "reason": "End of game penalty for remaining stock at airport OGMA kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 483600.0,
      "reason": "End of game penalty for remaining stock at airport ZHVK kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 185250.0,
      "reason": "End of game penalty for remaining stock at airport ZHVK kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 167700.0,
      "reason": "End of game penalty for remaining stock at airport ZHVK kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 349049.99999999994,
      "reason": "End of game penalty for remaining stock at airport ZHVK kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 392600.0,
      "reason": "End of game penalty for remaining stock at airport ETLI kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 33149.99999999999,
      "reason": "End of game penalty for remaining stock at airport ETLI kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 102700.0,
      "reason": "End of game penalty for remaining stock at airport ETLI kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 60450.0,
      "reason": "End of game penalty for remaining stock at airport ETLI kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 416000.0,
      "reason": "End of game penalty for remaining stock at airport FQCG kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 916499.9999999999,
      "reason": "End of game penalty for remaining stock at airport FQCG kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 139100.0,
      "reason": "End of game penalty for remaining stock at airport FQCG kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport FQCG kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 431599.99999999994,
      "reason": "End of game penalty for remaining stock at airport SCIA kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 374400.0,
      "reason": "End of game penalty for remaining stock at airport SCIA kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 113099.99999999999,
      "reason": "End of game penalty for remaining stock at airport SCIA kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 163800.0,
      "reason": "End of game penalty for remaining stock at airport SCIA kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 400400.0,
      "reason": "End of game penalty for remaining stock at airport RXUW kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 405599.99999999994,
      "reason": "End of game penalty for remaining stock at airport RXUW kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 158600.0,
      "reason": "End of game penalty for remaining stock at airport RXUW kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 531700.0,
      "reason": "End of game penalty for remaining stock at airport RXUW kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 335400.0,
      "reason": "End of game penalty for remaining stock at airport AEAN kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 522600.0,
      "reason": "End of game penalty for remaining stock at airport AEAN kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 218400.0,
      "reason": "End of game penalty for remaining stock at airport AEAN kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 393900.0,
      "reason": "End of game penalty for remaining stock at airport AEAN kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 377000.0,
      "reason": "End of game penalty for remaining stock at airport VCYF kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 15599.999999999998,
      "reason": "End of game penalty for remaining stock at airport VCYF kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 166400.0,
      "reason": "End of game penalty for remaining stock at airport VCYF kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport VCYF kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 389999.99999999994,
      "reason": "End of game penalty for remaining stock at airport PYVC kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 251549.99999999997,
      "reason": "End of game penalty for remaining stock at airport PYVC kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 158600.0,
      "reason": "End of game penalty for remaining stock at airport PYVC kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport PYVC kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 637000.0,
      "reason": "End of game penalty for remaining stock at airport QWNX kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 709799.9999999999,
      "reason": "End of game penalty for remaining stock at airport QWNX kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 269100.0,
      "reason": "End of game penalty for remaining stock at airport QWNX kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 211110900.0,
      "reason": "End of game penalty for remaining stock at airport QWNX kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 325000.0,
      "reason": "End of game penalty for remaining stock at airport ELUD kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 276900.0,
      "reason": "End of game penalty for remaining stock at airport ELUD kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 192399.99999999997,
      "reason": "End of game penalty for remaining stock at airport ELUD kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 0.0,
      "reason": "End of game penalty for remaining stock at airport ELUD kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 364000.0,
      "reason": "End of game penalty for remaining stock at airport QJEI kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 105300.0,
      "reason": "End of game penalty for remaining stock at airport QJEI kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 193699.99999999997,
      "reason": "End of game penalty for remaining stock at airport QJEI kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 95550.0,
      "reason": "End of game penalty for remaining stock at airport QJEI kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 309400.0,
      "reason": "End of game penalty for remaining stock at airport VVEV kit type A_FIRST_CLASS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 516750.0,
      "reason": "End of game penalty for remaining stock at airport VVEV kit type B_BUSINESS"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 175499.99999999997,
      "reason": "End of game penalty for remaining stock at airport VVEV kit type C_PREMIUM_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 53949.99999999999,
      "reason": "End of game penalty for remaining stock at airport VVEV kit type D_ECONOMY"
    },
    {
      "code": "END_OF_GAME_REMAINING_STOCK",
      "flightId": null,
      "flightNumber": null,
      "issuedDay": 29,
      "issuedHour": 23,
      "penalty": 442000.0,
